series,Store,Dept,model_used,week_ahead,forecast_date,forecast_value,forecast_low,forecast_high
S08_D02,8,2,global_gbm,3,2024-01-14,53269.27,48213.0,57060.73
S08_D02,8,2,global_gbm,4,2024-01-21,53805.88,49014.37,56350.04
S08_D02,8,2,global_gbm,5,2024-01-28,53436.84,48886.6,58044.54
S08_D02,8,2,global_gbm,6,2024-02-04,67722.93,59336.07,74729.2
S08_D02,8,2,global_gbm,7,2024-02-11,71851.1,63652.13,78159.25
S08_D02,8,2,global_gbm,8,2024-02-18,53774.27,48975.28,64118.29
S08_D03,8,3,global_gbm,1,2023-12-31,83469.37,65099.25,86576.56
S08_D03,8,3,global_gbm,2,2024-01-07,62028.67,54918.96,64202.13
S08_D03,8,3,global_gbm,3,2024-01-14,60502.11,56675.88,62962.53
S08_D03,8,3,global_gbm,4,2024-01-21,60052.92,57059.49,63977.27
S08_D03,8,3,global_gbm,5,2024-01-28,60030.96,56939.2,65104.35
S08_D03,8,3,global_gbm,6,2024-02-04,80709.24,70580.86,89217.78
S08_D03,8,3,global_gbm,7,2024-02-11,86302.82,77695.22,96142.23
S08_D03,8,3,global_gbm,8,2024-02-18,67571.72,56362.58,70444.01
S08_D04,8,4,global_gbm,1,2023-12-31,17726.66,17303.32,19883.25
S08_D04,8,4,global_gbm,2,2024-01-07,16466.74,15547.0,18255.1
S08_D04,8,4,global_gbm,3,2024-01-14,15995.65,15094.23,17504.46
S08_D04,8,4,global_gbm,4,2024-01-21,15768.5,15072.87,17818.71
S08_D04,8,4,global_gbm,5,2024-01-28,15426.25,14574.2,17223.9
S08_D04,8,4,global_gbm,6,2024-02-04,17281.69,14910.32,18456.88
S08_D04,8,4,global_gbm,7,2024-02-11,18289.83,16839.87,19516.91
S08_D04,8,4,global_gbm,8,2024-02-18,16480.65,14836.38,17547.43
S08_D05,8,5,global_gbm,1,2023-12-31,50746.5,39805.03,56256.72
S08_D05,8,5,global_gbm,2,2024-01-07,37605.15,34043.24,42573.75
S08_D05,8,5,global_gbm,3,2024-01-14,37555.52,35375.88,39846.79
S08_D05,8,5,global_gbm,4,2024-01-21,38291.69,36331.63,41005.78
S08_D05,8,5,global_gbm,5,2024-01-28,36944.48,35118.39,40691.26
S08_D05,8,5,global_gbm,6,2024-02-04,45101.46,42802.93,50860.12
S08_D05,8,5,global_gbm,7,2024-02-11,43452.16,39715.83,47132.55
S08_D05,8,5,global_gbm,8,2024-02-18,39178.4,35655.37,42954.66
S08_D06,8,6,global_gbm,1,2023-12-31,79038.21,57877.56,80675.14
S08_D06,8,6,global_gbm,2,2024-01-07,56739.96,50889.46,58996.69
S08_D06,8,6,global_gbm,3,2024-01-14,54058.45,48250.28,58201.86
S08_D06,8,6,global_gbm,4,2024-01-21,54280.9,49821.72,57793.31
S08_D06,8,6,global_gbm,5,2024-01-28,55864.26,52163.38,59965.87
S08_D06,8,6,global_gbm,6,2024-02-04,69808.43,62668.35,80723.52
S08_D06,8,6,global_gbm,7,2024-02-11,70131.86,64891.69,79467.81
S08_D06,8,6,global_gbm,8,2024-02-18,56951.23,50342.4,64673.68
S08_D07,8,7,global_gbm,1,2023-12-31,70874.24,57969.48,74844.1
S08_D07,8,7,global_gbm,2,2024-01-07,59977.17,52404.86,60895.88
S08_D07,8,7,global_gbm,3,2024-01-14,60998.69,55838.67,64256.0
S08_D07,8,7,global_gbm,4,2024-01-21,60514.33,55706.56,64221.6
S08_D07,8,7,global_gbm,5,2024-01-28,59657.16,55169.36,64027.17
S08_D07,8,7,global_gbm,6,2024-02-04,64906.46,59457.38,74095.31
S08_D07,8,7,global_gbm,7,2024-02-11,66658.73,61112.7,77681.05
S08_D07,8,7,global_gbm,8,2024-02-18,63891.36,58075.6,66566.51
S08_D08,8,8,seasonal_naive,1,2023-12-31,11903.56,10714.88,13092.24
S08_D08,8,8,seasonal_naive,2,2024-01-07,12654.89,11466.21,13843.57
S08_D08,8,8,seasonal_naive,3,2024-01-14,12874.85,11686.17,14063.53
S08_D08,8,8,seasonal_naive,4,2024-01-21,13452.54,12263.86,14641.22
S08_D08,8,8,seasonal_naive,5,2024-01-28,13179.34,11990.66,14368.02
S08_D08,8,8,seasonal_naive,6,2024-02-04,14718.98,13530.3,15907.66
S08_D08,8,8,seasonal_naive,7,2024-02-11,14347.42,13158.74,15536.1
S08_D08,8,8,seasonal_naive,8,2024-02-18,12521.74,11333.06,13710.42
S08_D09,8,9,seasonal_naive,1,2023-12-31,38372.51,35233.97,41511.05
S08_D09,8,9,seasonal_naive,2,2024-01-07,38171.11,35032.57,41309.65
S08_D09,8,9,seasonal_naive,3,2024-01-14,38360.24,35221.7,41498.78
S08_D09,8,9,seasonal_naive,4,2024-01-21,38377.75,35239.21,41516.29
S08_D09,8,9,seasonal_naive,5,2024-01-28,38783.43,35644.89,41921.97
S08_D09,8,9,seasonal_naive,6,2024-02-04,39417.22,36278.68,42555.76
S08_D09,8,9,seasonal_naive,7,2024-02-11,44424.23,41285.69,47562.77
S08_D09,8,9,seasonal_naive,8,2024-02-18,39065.64,35927.1,42204.18
S08_D10,8,10,seasonal_naive,1,2023-12-31,10765.22,9504.58,12025.86
S08_D10,8,10,seasonal_naive,2,2024-01-07,11793.19,10532.55,13053.83
S08_D10,8,10,seasonal_naive,3,2024-01-14,11537.42,10276.78,12798.06
S08_D10,8,10,seasonal_naive,4,2024-01-21,12373.88,11113.24,13634.52
S08_D10,8,10,seasonal_naive,5,2024-01-28,11386.77,10126.13,12647.41
S08_D10,8,10,seasonal_naive,6,2024-02-04,15260.93,14000.29,16521.57
S08_D10,8,10,seasonal_naive,7,2024-02-11,14835.4,13574.76,16096.04
S08_D10,8,10,seasonal_naive,8,2024-02-18,13258.13,11997.49,14518.77
S08_D11,8,11,global_gbm,1,2023-12-31,74313.91,48559.3,74313.91
S08_D11,8,11,global_gbm,2,2024-01-07,48650.82,39243.59,51080.84
S08_D11,8,11,global_gbm,3,2024-01-14,44939.81,41058.75,47855.44
S08_D11,8,11,global_gbm,4,2024-01-21,43839.57,39487.25,47510.22
S08_D11,8,11,global_gbm,5,2024-01-28,42857.87,42168.31,46496.96
S08_D11,8,11,global_gbm,6,2024-02-04,55905.13,52207.78,63237.42
S08_D11,8,11,global_gbm,7,2024-02-11,61937.05,56833.41,62797.63
S08_D11,8,11,global_gbm,8,2024-02-18,49704.18,43372.22,57913.22
S08_D12,8,12,seasonal_naive,1,2023-12-31,17867.4,16038.51,19696.29
S08_D12,8,12,seasonal_naive,2,2024-01-07,18592.29,16763.4,20421.18
S08_D12,8,12,seasonal_naive,3,2024-01-14,18210.82,16381.93,20039.71
S08_D12,8,12,seasonal_naive,4,2024-01-21,18172.7,16343.81,20001.59
S08_D12,8,12,seasonal_naive,5,2024-01-28,16597.24,14768.35,18426.13
S08_D12,8,12,seasonal_naive,6,2024-02-04,24205.74,22376.85,26034.63
S08_D12,8,12,seasonal_naive,7,2024-02-11,23574.02,21745.13,25402.91
S08_D12,8,12,seasonal_naive,8,2024-02-18,18233.86,16404.97,20062.75
S09_D01,9,1,seasonal_naive,1,2023-12-31,11476.23,10034.44,12918.02
S09_D01,9,1,seasonal_naive,2,2024-01-07,12301.82,10860.03,13743.61
S09_D01,9,1,seasonal_naive,3,2024-01-14,11057.05,9615.26,12498.84
S09_D01,9,1,seasonal_naive,4,2024-01-21,13339.93,11898.14,14781.72
S09_D01,9,1,seasonal_naive,5,2024-01-28,12425.53,10983.74,13867.32
S09_D01,9,1,seasonal_naive,6,2024-02-04,15999.1,14557.31,17440.89
S09_D01,9,1,seasonal_naive,7,2024-02-11,18147.12,16705.33,19588.91
S09_D01,9,1,seasonal_naive,8,2024-02-18,10420.48,8978.69,11862.27
S09_D02,9,2,seasonal_naive,1,2023-12-31,18230.37,15273.66,21187.08
S09_D02,9,2,seasonal_naive,2,2024-01-07,20666.81,17710.1,23623.52
S09_D02,9,2,seasonal_naive,3,2024-01-14,20854.4,17897.69,23811.11
S09_D02,9,2,seasonal_naive,4,2024-01-21,19610.43,16653.72,22567.14
S09_D02,9,2,seasonal_naive,5,2024-01-28,20384.23,17427.52,23340.94
S09_D02,9,2,seasonal_naive,6,2024-02-04,27703.68,24746.97,30660.39
S09_D02,9,2,seasonal_naive,7,2024-02-11,25569.49,22612.78,28526.2
S09_D02,9,2,seasonal_naive,8,2024-02-18,17927.82,14971.11,20884.53
S09_D03,9,3,seasonal_naive,1,2023-12-31,21661.76,19490.8,23832.72
S09_D03,9,3,seasonal_naive,2,2024-01-07,23438.25,21267.29,25609.21
S09_D03,9,3,seasonal_naive,3,2024-01-14,22786.49,20615.53,24957.45
S09_D03,9,3,seasonal_naive,4,2024-01-21,21795.33,19624.37,23966.29
S09_D03,9,3,seasonal_naive,5,2024-01-28,22324.73,20153.77,24495.69
S09_D03,9,3,seasonal_naive,6,2024-02-04,26605.77,24434.81,28776.73
S09_D03,9,3,seasonal_naive,7,2024-02-11,29180.3,27009.34,31351.26
S09_D03,9,3,seasonal_naive,8,2024-02-18,23490.67,21319.71,25661.63
S09_D04,9,4,seasonal_naive,1,2023-12-31,6861.22,6188.11,7534.33
S09_D04,9,4,seasonal_naive,2,2024-01-07,6407.85,5734.74,7080.96
S09_D04,9,4,seasonal_naive,3,2024-01-14,6579.81,5906.7,7252.92
S09_D04,9,4,seasonal_naive,4,2024-01-21,6780.27,6107.16,7453.38
S09_D04,9,4,seasonal_naive,5,2024-01-28,7244.17,6571.06,7917.28
S09_D04,9,4,seasonal_naive,6,2024-02-04,6556.52,5883.41,7229.63
S09_D04,9,4,seasonal_naive,7,2024-02-11,6113.07,5439.96,6786.18
S09_D04,9,4,seasonal_naive,8,2024-02-18,6081.59,5408.48,6754.7
S09_D05,9,5,global_gbm,1,2023-12-31,18654.63,17743.35,22390.91
S09_D05,9,5,global_gbm,2,2024-01-07,15362.44,13906.96,17393.31
S09_D05,9,5,global_gbm,3,2024-01-14,14754.58,14018.06,16015.68
S09_D05,9,5,global_gbm,4,2024-01-21,14849.8,13953.35,16670.17
S09_D05,9,5,global_gbm,5,2024-01-28,14915.75,13811.56,16260.06
S09_D05,9,5,global_gbm,6,2024-02-04,17013.37,16019.76,18371.54
S09_D05,9,5,global_gbm,7,2024-02-11,19012.19,17540.15,20362.2
S09_D05,9,5,global_gbm,8,2024-02-18,16127.23,14110.69,17746.69
S09_D06,9,6,seasonal_naive,1,2023-12-31,21307.7,19787.91,22827.49
S09_D06,9,6,seasonal_naive,2,2024-01-07,20760.57,19240.78,22280.36
S09_D06,9,6,seasonal_naive,3,2024-01-14,22101.91,20582.12,23621.7
S09_D06,9,6,seasonal_naive,4,2024-01-21,20487.8,18968.01,22007.59
S09_D06,9,6,seasonal_naive,5,2024-01-28,21217.72,19697.93,22737.51
S09_D06,9,6,seasonal_naive,6,2024-02-04,27075.16,25555.37,28594.95
S09_D06,9,6,seasonal_naive,7,2024-02-11,27667.46,26147.67,29187.25
S09_D06,9,6,seasonal_naive,8,2024-02-18,20460.92,18941.13,21980.71
S09_D07,9,7,global_gbm,1,2023-12-31,27324.61,25902.76,28572.76
S09_D07,9,7,global_gbm,2,2024-01-07,24668.37,23366.01,26632.95
S09_D07,9,7,global_gbm,3,2024-01-14,23330.8,21963.17,24652.04
S09_D07,9,7,global_gbm,4,2024-01-21,24152.02,22224.13,26549.03
S09_D07,9,7,global_gbm,5,2024-01-28,24139.2,22568.38,25346.58
S09_D07,9,7,global_gbm,6,2024-02-04,27238.9,24999.12,29662.25
S09_D07,9,7,global_gbm,7,2024-02-11,25849.58,24551.9,28451.76
S09_D07,9,7,global_gbm,8,2024-02-18,24454.61,22765.56,26190.41
S09_D08,9,8,holt_winters,1,2023-12-31,4963.37,4480.93,5445.82
S09_D08,9,8,holt_winters,2,2024-01-07,5011.33,4528.89,5493.78
S09_D08,9,8,holt_winters,3,2024-01-14,5067.18,4584.73,5549.62
S09_D08,9,8,holt_winters,4,2024-01-21,5037.17,4554.72,5519.62
S09_D08,9,8,holt_winters,5,2024-01-28,5153.26,4670.82,5635.71
S09_D08,9,8,holt_winters,6,2024-02-04,5504.63,5022.18,5987.08
S09_D08,9,8,holt_winters,7,2024-02-11,5463.35,4980.9,5945.8
S09_D08,9,8,holt_winters,8,2024-02-18,5101.62,4619.18,5584.07
S09_D09,9,9,seasonal_naive,1,2023-12-31,14678.58,13150.24,16206.92
S09_D09,9,9,seasonal_naive,2,2024-01-07,18538.1,17009.76,20066.44
S09_D09,9,9,seasonal_naive,3,2024-01-14,18246.12,16717.78,19774.46
S09_D09,9,9,seasonal_naive,4,2024-01-21,17966.39,16438.05,19494.73
S09_D09,9,9,seasonal_naive,5,2024-01-28,14940.7,13412.36,16469.04
S09_D09,9,9,seasonal_naive,6,2024-02-04,16488.4,14960.06,18016.74
S09_D09,9,9,seasonal_naive,7,2024-02-11,16304.19,14775.85,17832.53
S09_D09,9,9,seasonal_naive,8,2024-02-18,14397.01,12868.67,15925.35
S09_D10,9,10,seasonal_naive,1,2023-12-31,5069.69,4653.52,5485.86
S09_D10,9,10,seasonal_naive,2,2024-01-07,5009.18,4593.01,5425.35
S09_D10,9,10,seasonal_naive,3,2024-01-14,5158.54,4742.37,5574.71
S09_D10,9,10,seasonal_naive,4,2024-01-21,4565.54,4149.37,4981.71
S09_D10,9,10,seasonal_naive,5,2024-01-28,4582.08,4165.91,4998.25
S09_D10,9,10,seasonal_naive,6,2024-02-04,6331.58,5915.41,6747.75
S09_D10,9,10,seasonal_naive,7,2024-02-11,6250.81,5834.64,6666.98
S09_D10,9,10,seasonal_naive,8,2024-02-18,4768.44,4352.27,5184.61
S09_D11,9,11,global_gbm,1,2023-12-31,29173.43,23307.34,39630.06
S09_D11,9,11,global_gbm,2,2024-01-07,22100.79,16151.66,26461.69
S09_D11,9,11,global_gbm,3,2024-01-14,20751.91,17360.17,21444.19
S09_D11,9,11,global_gbm,4,2024-01-21,20565.81,18090.97,21608.92
S09_D11,9,11,global_gbm,5,2024-01-28,21218.39,17631.08,21218.39
S09_D11,9,11,global_gbm,6,2024-02-04,29755.28,25061.75,29755.28
S09_D11,9,11,global_gbm,7,2024-02-11,29892.71,25402.97,31257.35
S09_D11,9,11,global_gbm,8,2024-02-18,25216.98,19079.21,28032.75
S09_D12,9,12,seasonal_naive,1,2023-12-31,7489.39,5291.28,9687.5
S09_D12,9,12,seasonal_naive,2,2024-01-07,7542.62,5344.51,9740.73
S09_D12,9,12,seasonal_naive,3,2024-01-14,7512.9,5314.79,9711.01
S09_D12,9,12,seasonal_naive,4,2024-01-21,7289.2,5091.09,9487.31
S09_D12,9,12,seasonal_naive,5,2024-01-28,7732.54,5534.43,9930.65
S09_D12,9,12,seasonal_naive,6,2024-02-04,9569.24,7371.13,11767.35
S09_D12,9,12,seasonal_naive,7,2024-02-11,9584.46,7386.35,11782.57
S09_D12,9,12,seasonal_naive,8,2024-02-18,7249.17,5051.06,9447.28
S10_D01,10,1,global_gbm,1,2023-12-31,90807.45,69168.77,92288.84
S10_D01,10,1,global_gbm,2,2024-01-07,72297.12,64595.73,75107.65
S10_D01,10,1,global_gbm,3,2024-01-14,67355.97,67355.97,77140.79
S10_D01,10,1,global_gbm,4,2024-01-21,67763.53,64982.2,75350.63
S10_D01,10,1,global_gbm,5,2024-01-28,68323.52,64851.44,75587.91
S10_D01,10,1,global_gbm,6,2024-02-04,87560.31,79475.87,100382.69
S10_D01,10,1,global_gbm,7,2024-02-11,94079.68,80759.66,111313.11
S10_D01,10,1,global_gbm,8,2024-02-18,75181.96,68115.49,81740.68
S10_D02,10,2,global_gbm,1,2023-12-31,176830.28,120669.06,176830.28
S10_D02,10,2,global_gbm,2,2024-01-07,108698.47,99493.02,121848.57
S10_D02,10,2,global_gbm,3,2024-01-14,110368.22,100803.67,117926.23
S10_D02,10,2,global_gbm,4,2024-01-21,108397.83,99074.84,116020.41
S10_D02,10,2,global_gbm,5,2024-01-28,109411.84,99300.27,116491.37
S10_D02,10,2,global_gbm,6,2024-02-04,190153.65,126471.21,205272.3
S10_D02,10,2,global_gbm,7,2024-02-11,193537.28,127660.09,205469.34
S10_D02,10,2,global_gbm,8,2024-02-18,110844.07,101184.19,121140.94
S10_D03,10,3,seasonal_naive,1,2023-12-31,123561.25,103765.86,143356.64
S10_D03,10,3,seasonal_naive,2,2024-01-07,117609.57,97814.18,137404.96
S10_D03,10,3,seasonal_naive,3,2024-01-14,110467.84,90672.45,130263.23
S10_D03,10,3,seasonal_naive,4,2024-01-21,108761.06,88965.67,128556.45
S10_D03,10,3,seasonal_naive,5,2024-01-28,122920.01,103124.62,142715.4
S10_D03,10,3,seasonal_naive,6,2024-02-04,152611.91,132816.52,172407.3
S10_D03,10,3,seasonal_naive,7,2024-02-11,136301.84,116506.45,156097.23
S10_D03,10,3,seasonal_naive,8,2024-02-18,111791.15,91995.76,131586.54
S10_D04,10,4,global_gbm,1,2023-12-31,37366.58,33916.36,44412.33
S10_D04,10,4,global_gbm,2,2024-01-07,34468.97,32966.29,39062.76
S10_D04,10,4,global_gbm,3,2024-01-14,34423.32,32869.48,36673.19
S10_D04,10,4,global_gbm,4,2024-01-21,34311.45,32946.57,37310.39
S10_D04,10,4,global_gbm,5,2024-01-28,35520.18,32787.51,37731.46
S10_D04,10,4,global_gbm,6,2024-02-04,39010.67,34356.61,43204.33
S10_D04,10,4,global_gbm,7,2024-02-11,41883.9,37126.57,44734.48
S10_D04,10,4,global_gbm,8,2024-02-18,37990.03,33992.51,41730.63
S10_D05,10,5,global_gbm,1,2023-12-31,134622.19,89230.87,134622.19
S10_D05,10,5,global_gbm,2,2024-01-07,97204.93,80754.76,97709.14
S10_D05,10,5,global_gbm,3,2024-01-14,89514.04,83481.79,100622.37
S10_D05,10,5,global_gbm,4,2024-01-21,91902.97,79550.97,91902.97
S10_D05,10,5,global_gbm,5,2024-01-28,92652.13,77586.77,92652.13
S10_D05,10,5,global_gbm,6,2024-02-04,119029.81,103885.88,132141.83
S10_D05,10,5,global_gbm,7,2024-02-11,134971.33,98692.89,138035.47
S10_D05,10,5,global_gbm,8,2024-02-18,108390.88,92600.46,108390.88
S10_D06,10,6,global_gbm,1,2023-12-31,174530.65,123864.02,174530.65
S10_D06,10,6,global_gbm,2,2024-01-07,111715.54,100665.12,119575.5
S10_D06,10,6,global_gbm,3,2024-01-14,111688.52,102388.28,115536.56
S10_D06,10,6,global_gbm,4,2024-01-21,112429.55,101025.14,117997.1
S10_D06,10,6,global_gbm,5,2024-01-28,114188.5,101083.47,118351.46
S10_D06,10,6,global_gbm,6,2024-02-04,175555.63,127539.78,194477.12
S10_D06,10,6,global_gbm,7,2024-02-11,173659.43,128583.35,190986.29
S10_D06,10,6,global_gbm,8,2024-02-18,112364.68,102584.69,119999.2
S10_D07,10,7,global_gbm,1,2023-12-31,170999.45,128259.7,189284.94
S10_D07,10,7,global_gbm,2,2024-01-07,126508.8,101609.36,132328.73
S10_D07,10,7,global_gbm,3,2024-01-14,126666.48,101760.39,131307.64
S10_D07,10,7,global_gbm,4,2024-01-21,116567.36,102108.34,121686.81
S10_D07,10,7,global_gbm,5,2024-01-28,116582.13,102173.92,122041.17
S10_D07,10,7,global_gbm,6,2024-02-04,145584.54,120818.94,149864.62
S10_D07,10,7,global_gbm,7,2024-02-11,144004.05,121896.88,147059.62
S10_D07,10,7,global_gbm,8,2024-02-18,116150.83,102186.1,121361.39
S10_D08,10,8,global_gbm,1,2023-12-31,33180.11,31124.07,37224.2
S10_D08,10,8,global_gbm,2,2024-01-07,30042.53,26859.76,32601.59
S10_D08,10,8,global_gbm,3,2024-01-14,30311.23,28193.03,32232.09
S10_D08,10,8,global_gbm,4,2024-01-21,30435.75,28634.74,33351.32
S10_D08,10,8,global_gbm,5,2024-01-28,30739.41,28241.28,32271.4
S10_D08,10,8,global_gbm,6,2024-02-04,31868.25,30826.76,33481.19
S10_D08,10,8,global_gbm,7,2024-02-11,32064.81,30724.94,34177.72
S10_D08,10,8,global_gbm,8,2024-02-18,29718.91,27386.74,32853.22
S10_D09,10,9,global_gbm,1,2023-12-31,111643.49,93213.72,120436.12
S10_D09,10,9,global_gbm,2,2024-01-07,97115.63,80625.07,98246.88
S10_D09,10,9,global_gbm,3,2024-01-14,79308.43,56980.58,79308.43
S10_D09,10,9,global_gbm,4,2024-01-21,84995.9,79818.51,94335.47
S10_D09,10,9,global_gbm,5,2024-01-28,88763.7,80534.27,95746.35
S10_D09,10,9,global_gbm,6,2024-02-04,102093.25,93595.04,113752.6
S10_D09,10,9,global_gbm,7,2024-02-11,105543.86,100875.87,117030.31
S10_D09,10,9,global_gbm,8,2024-02-18,95986.92,86307.19,100976.16
S10_D10,10,10,global_gbm,1,2023-12-31,42806.19,33514.83,53956.83
S10_D10,10,10,global_gbm,2,2024-01-07,31177.35,27225.7,38765.24
S10_D10,10,10,global_gbm,3,2024-01-14,31693.96,27276.37,33207.45
S10_D10,10,10,global_gbm,4,2024-01-21,32804.59,29271.24,35713.12
S10_D10,10,10,global_gbm,5,2024-01-28,32166.7,29920.68,34361.1
S10_D10,10,10,global_gbm,6,2024-02-04,37202.58,33665.94,40883.38
S10_D10,10,10,global_gbm,7,2024-02-11,39057.2,35353.41,44803.05
S10_D10,10,10,global_gbm,8,2024-02-18,34108.32,30395.09,39203.62
S10_D11,10,11,global_gbm,1,2023-12-31,161643.84,113827.68,163569.84
S10_D11,10,11,global_gbm,2,2024-01-07,105874.59,95426.48,118659.31
S10_D11,10,11,global_gbm,3,2024-01-14,101381.14,90363.38,105328.25
S10_D11,10,11,global_gbm,4,2024-01-21,103475.65,94989.6,111160.53
S10_D11,10,11,global_gbm,5,2024-01-28,106552.05,100003.14,112837.18
S10_D11,10,11,global_gbm,6,2024-02-04,146206.62,119830.34,155440.65
S10_D11,10,11,global_gbm,7,2024-02-11,148899.02,121102.66,155207.95
S10_D11,10,11,global_gbm,8,2024-02-18,108293.78,95055.41,108293.78
S10_D12,10,12,global_gbm,1,2023-12-31,64453.01,43710.76,66738.03
S10_D12,10,12,global_gbm,2,2024-01-07,46228.55,40227.53,52237.07
S10_D12,10,12,global_gbm,3,2024-01-14,44180.51,38804.36,48428.11
S10_D12,10,12,global_gbm,4,2024-01-21,46185.82,40660.06,48903.44
S10_D12,10,12,global_gbm,5,2024-01-28,47414.95,41068.89,50414.97
S10_D12,10,12,global_gbm,6,2024-02-04,64067.02,46895.39,64067.02
S10_D12,10,12,global_gbm,7,2024-02-11,65143.99,49060.07,68362.58
S10_D12,10,12,global_gbm,8,2024-02-18,51183.79,42118.31,59910.25
S11_D01,11,1,global_gbm,1,2023-12-31,30348.22,28576.74,39560.92
S11_D01,11,1,global_gbm,2,2024-01-07,24821.48,21667.07,28304.48
S11_D01,11,1,global_gbm,3,2024-01-14,22691.75,20931.08,24032.42
S11_D01,11,1,global_gbm,4,2024-01-21,23482.24,21567.05,25561.52
S11_D01,11,1,global_gbm,5,2024-01-28,23754.38,21626.47,25051.8
S11_D01,11,1,global_gbm,6,2024-02-04,29175.72,28501.57,31415.79
S11_D01,11,1,global_gbm,7,2024-02-11,30616.47,27566.35,32008.15
S11_D01,11,1,global_gbm,8,2024-02-18,26331.82,22953.35,29636.28
S11_D02,11,2,global_gbm,1,2023-12-31,61869.44,40800.34,62141.43
S11_D02,11,2,global_gbm,2,2024-01-07,41095.73,33886.22,47926.37
S11_D02,11,2,global_gbm,3,2024-01-14,40367.72,36695.05,41154.85
S11_D02,11,2,global_gbm,4,2024-01-21,42549.66,39313.42,43454.1
S11_D02,11,2,global_gbm,5,2024-01-28,40010.4,36011.42,42687.29
S11_D02,11,2,global_gbm,6,2024-02-04,53393.5,46061.98,55253.98
S11_D02,11,2,global_gbm,7,2024-02-11,52014.91,46691.35,56402.17
S11_D02,11,2,global_gbm,8,2024-02-18,41699.23,37397.79,47450.59
S11_D03,11,3,global_gbm,1,2023-12-31,70487.18,48028.74,70487.18
S11_D03,11,3,global_gbm,2,2024-01-07,46694.07,41190.72,51056.09
S11_D03,11,3,global_gbm,3,2024-01-14,43744.08,38801.04,47330.19
S11_D03,11,3,global_gbm,4,2024-01-21,43888.62,41906.45,47488.15
S11_D03,11,3,global_gbm,5,2024-01-28,44361.91,41779.3,48180.18
S11_D03,11,3,global_gbm,6,2024-02-04,57216.48,52949.59,62327.88
S11_D03,11,3,global_gbm,7,2024-02-11,60249.11,56150.71,61681.08
S11_D03,11,3,global_gbm,8,2024-02-18,47766.46,40372.58,56463.43
S11_D04,11,4,holt_winters,1,2023-12-31,12084.59,11116.99,13052.19
S11_D04,11,4,holt_winters,2,2024-01-07,12416.32,11448.72,13383.92
S11_D04,11,4,holt_winters,3,2024-01-14,12380.1,11412.5,13347.7
S11_D04,11,4,holt_winters,4,2024-01-21,12524.24,11556.64,13491.84
S11_D04,11,4,holt_winters,5,2024-01-28,12264.81,11297.21,13232.41
S11_D04,11,4,holt_winters,6,2024-02-04,12701.87,11734.27,13669.47
S11_D04,11,4,holt_winters,7,2024-02-11,12515.28,11547.68,13482.88
S11_D04,11,4,holt_winters,8,2024-02-18,12051.42,11083.82,13019.02
S11_D05,11,5,seasonal_naive,1,2023-12-31,30833.96,26582.46,35085.46
S11_D05,11,5,seasonal_naive,2,2024-01-07,27344.77,23093.27,31596.27
S11_D05,11,5,seasonal_naive,3,2024-01-14,30111.16,25859.66,34362.66
S11_D05,11,5,seasonal_naive,4,2024-01-21,25975.97,21724.47,30227.47
S11_D05,11,5,seasonal_naive,5,2024-01-28,27369.64,23118.14,31621.14
S11_D05,11,5,seasonal_naive,6,2024-02-04,35674.47,31422.97,39925.97
S11_D05,11,5,seasonal_naive,7,2024-02-11,31230.14,26978.64,35481.64
S11_D05,11,5,seasonal_naive,8,2024-02-18,24946.52,20695.02,29198.02
S11_D06,11,6,global_gbm,1,2023-12-31,55618.41,39334.68,60406.21
S11_D06,11,6,global_gbm,2,2024-01-07,40379.97,36798.9,47029.81
S11_D06,11,6,global_gbm,3,2024-01-14,41414.11,37974.61,41614.06
S11_D06,11,6,global_gbm,4,2024-01-21,43766.97,39284.45,44683.51
S11_D06,11,6,global_gbm,5,2024-01-28,42020.62,39203.97,44727.1
S11_D06,11,6,global_gbm,6,2024-02-04,51320.46,46545.7,56135.22
S11_D06,11,6,global_gbm,7,2024-02-11,52757.37,44419.6,54109.53
S11_D06,11,6,global_gbm,8,2024-02-18,44703.79,38858.63,51237.01
S11_D07,11,7,global_gbm,1,2023-12-31,48517.17,40500.99,51343.26
S11_D07,11,7,global_gbm,2,2024-01-07,45642.36,42143.32,48233.79
S11_D07,11,7,global_gbm,3,2024-01-14,44280.75,42967.64,48011.96
S11_D07,11,7,global_gbm,4,2024-01-21,43489.11,41082.97,46507.66
S11_D07,11,7,global_gbm,5,2024-01-28,43427.38,40471.58,46881.49
S11_D07,11,7,global_gbm,6,2024-02-04,48571.85,45907.05,54150.87
S11_D07,11,7,global_gbm,7,2024-02-11,50637.49,45049.43,53594.06
S11_D07,11,7,global_gbm,8,2024-02-18,45356.02,42556.06,48846.21
S11_D08,11,8,seasonal_naive,1,2023-12-31,9840.29,9048.08,10632.5
S11_D08,11,8,seasonal_naive,2,2024-01-07,8995.14,8202.93,9787.35
S11_D08,11,8,seasonal_naive,3,2024-01-14,8799.51,8007.3,9591.72
S11_D08,11,8,seasonal_naive,4,2024-01-21,10597.41,9805.2,11389.62
S11_D08,11,8,seasonal_naive,5,2024-01-28,8516.96,7724.75,9309.17
S11_D08,11,8,seasonal_naive,6,2024-02-04,10393.47,9601.26,11185.68
S11_D08,11,8,seasonal_naive,7,2024-02-11,10328.26,9536.05,11120.47
S11_D08,11,8,seasonal_naive,8,2024-02-18,8539.19,7746.98,9331.4
